iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,shadow_failed,shadow_fail_reasons,shadow_fail_samples,destroy,repair,action_id,action_display_name,operator_mode,action_registry_fingerprint,temperature,no_improve_counter,is_global_best_improvement,delta_cost_from_current,truck_cost,truck_transport_cost,truck_fixed_cost,tractor_distance_cost,trailer_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_tractors,used_trailers,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible,violations
56,1072.2059859917667,1072.2059859917667,1072.2059859917667,True,True,False,{},[],greedy_removal,cascade_repair,7,Greedy + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,972.8679918326802,2,False,0.0,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,349.12803813117233,11.12803813117231,338.0,143.7208804230052,184.79616987907934,214.0007332917752,22.556860234769534,1,1,1,2,2,7,146.73990946267176,146.73990946267176,0.0,1072.2059859917667,54.82017286765512,171.51387771744274,0.0,0.0,True,True,[]
57,1072.2059859917667,71085.46779420621,1072.2059859917667,False,False,False,{},[],greedy_removal,greedy_van_repair,5,Greedy + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,972.3815578367639,3,False,70013.26180821445,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,290.4268769176806,172.42687691768057,118.0,351.6596180721326,13.659618072132623,338.0,143.7208804230052,197.05928790592066,262.68496292562736,26.157684087586976,1,1,1,2,2,7,174.63751862836853,174.63751862836853,70000.0,71085.46779420621,145.05485076889494,124.30893117717474,0.0,4.0,True,False,"['customer 7 service_start 442.611 exceeds latest 360.000.', 'customer 10 service_start 460.742 exceeds latest 360.000.', 'drone_id drone_3 is carried by van_1 before sortie but launches from van_0.', 'customer 18 service_start 399.538 exceeds latest 360.000.', 'drone_id drone_3 continues after returning to terminal warehouse.', 'drone_id drone_3 is carried by __warehouse__ before sortie but launches from van_0.', 'drone_id drone_3 continues after recovery at warehouse node 3.']"
58,1240.9773734873722,1240.9773734873722,1072.2059859917667,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,971.8953670578456,4,False,168.7713874956055,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,517.8994256267778,10.899425626777722,507.0,143.7208804230052,184.79616987907934,209.60433897649466,26.163787177664346,1,1,1,2,3,6,137.64840151105068,137.64840151105068,0.0,1240.9773734873722,23.25621176322042,189.05494737978836,0.0,0.0,True,True,[]
59,1239.2387151524904,1239.2387151524904,1072.2059859917667,True,True,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,971.4094193743168,5,False,-1.7386583348818476,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,516.1607672918959,9.160767291895882,507.0,143.7208804230052,184.79616987907934,176.1686017672285,23.05666587057915,1,1,1,2,3,5,155.28924345488582,155.28924345488582,0.0,1239.2387151524904,10.066401638461656,229.45428235365017,0.0,0.0,True,True,[]
60,1238.845136428533,1238.845136428533,1072.2059859917667,True,True,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,970.9237146646298,6,False,-0.3935787239574893,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,515.7671885679385,8.767188567938492,507.0,143.7208804230052,184.79616987907934,168.59978015266333,20.224743550988443,1,1,1,2,3,6,103.69049867683674,103.69049867683674,0.0,1238.845136428533,10.066401638461656,149.8675294826233,0.0,0.0,True,True,[]
61,1070.9374426979527,1070.9374426979527,1070.9374426979527,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,970.4382528072975,0,True,-167.90769373058015,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,347.8594948373582,9.859494837358206,338.0,143.7208804230052,184.79616987907934,189.60566994919625,25.33889391939345,1,1,1,2,2,5,106.24120297513787,106.24120297513787,0.0,1070.9374426979527,14.43908851968888,149.42909087641067,0.0,0.0,True,True,[]
62,1070.9374426979527,1070.9374426979527,1070.9374426979527,True,True,False,{},[],greedy_removal,regret_repair,6,Greedy + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,969.9530336808939,1,False,0.0,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,347.8594948373582,9.859494837358206,338.0,143.7208804230052,184.79616987907934,189.60566994919625,25.33889391939345,1,1,1,2,2,5,106.24120297513787,106.24120297513787,0.0,1070.9374426979527,14.43908851968888,149.42909087641067,0.0,0.0,True,True,[]
63,1070.9374426979527,11397.809680277305,1070.9374426979527,False,False,False,{},[],related_customer_removal,best_mode_repair,8,Related + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,969.4680571640534,2,False,10326.872237579353,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,266.47494407326064,148.47494407326064,118.0,687.9534369876447,11.95343698764474,676.0,143.7208804230052,169.68565036944074,229.8737882239373,25.662121964318402,1,1,1,2,4,7,327.9581427086271,327.9581427086271,10000.0,11397.809680277305,116.19926627102757,389.64876875513255,0.0,1.0,True,False,['customer 7 service_start 379.233 exceeds latest 360.000.']
64,1070.9374426979527,121339.17725720692,1070.9374426979527,False,False,False,{},[],related_customer_removal,regret_repair,10,Related + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,968.9833231354714,3,False,120268.23981450897,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,377.6658563925713,200.66585639257133,177.0,518.1301015979515,11.130101597951487,507.0,143.7208804230052,229.3324073057958,214.04041534522094,24.29162500584608,1,1,1,3,3,6,5230.808960942224,5230.808960942224,120000.0,121339.17725720692,4078.2724420540094,3989.8133588851542,0.0,10.0,True,False,"['customer 14 service_start 4221.759 exceeds latest 360.000.', 'customer 5 service_start 4234.945 exceeds latest 360.000.', 'customer 21 service_start 4188.972 exceeds latest 360.000.', 'customer 13 service_start 4201.495 exceeds latest 360.000.', 'customer 15 service_start 4237.776 exceeds latest 360.000.', 'customer 24 service_start 4257.818 exceeds latest 360.000.', 'customer 23 service_start 4264.947 exceeds latest 360.000.', 'timing fixed-point did not converge within 46 iterations.', 'van_1 departs position 0 before recovery_time 4273.588.', 'van_1 position 1 arrival 4221.759 is before propagated recovery arrival 4307.885.', ""drone recovery occurs before launch on van_route: {'launch': 5, 'customers': [15, 24, 23], 'recovery': 3, 'launch_time': 4234.9454781787, 'recovery_time': 4273.588285716927, 'van_waiting_time': 4047.907750906559, 'drone_waiting_time': 0.0, 'same_node': False, 'drone_id': 'drone_3', 'launch_van_id': 'van_1', 'recovery_van_id': 'van_1', 'launch_position': 2, 'recovery_position': 0, 'drone_arrival_time': 4273.588285716927, 'synchronized_recovery_time': 4273.588285716927}"", 'drone_id drone_3 has launch_position 2 after recovery_position 0.']"
65,1241.050903170427,1241.050903170427,1070.9374426979527,True,True,False,{},[],related_customer_removal,regret_repair,10,Related + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,968.4988314739038,4,False,170.11346047247434,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,517.9729553098326,10.97295530983258,507.0,143.7208804230052,184.79616987907934,211.01837134293424,24.932230503948034,1,1,1,2,3,6,106.70229808155307,106.70229808155307,0.0,1241.050903170427,15.150289197964241,149.42909087641067,0.0,0.0,True,True,[]
66,1241.050903170427,1241.050903170427,1070.9374426979527,True,True,False,{},[],related_customer_removal,cascade_repair,11,Related + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,968.0145820581669,5,False,0.0,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,517.9729553098326,10.97295530983258,507.0,143.7208804230052,184.79616987907934,211.01837134293424,24.932230503948034,1,1,1,2,3,6,106.70229808155307,106.70229808155307,0.0,1241.050903170427,15.150289197964241,149.42909087641067,0.0,0.0,True,True,[]
67,1241.050903170427,31063.90983594687,1070.9374426979527,False,False,False,{},[],random_customer_removal,best_mode_repair,0,Random + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,967.5305747671379,6,False,29822.858932776442,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,270.51483366453283,152.51483366453286,118.0,350.0137030659359,12.013703065935898,338.0,143.7208804230052,174.3026670451804,231.03275126799807,23.058840723986528,1,1,1,2,2,8,124.16476554351408,124.16476554351408,30000.0,31063.90983594687,75.13769911865211,116.37607806928736,0.0,2.0,True,False,"['customer 23 service_start 390.966 exceeds latest 360.000.', 'customer 17 service_start 378.221 exceeds latest 360.000.', 'drone_id drone_2 launch_position 3 is before previous recovery_position 4.']"
68,1241.050903170427,1241.050903170427,1070.9374426979527,True,True,False,{},[],greedy_removal,cascade_repair,7,Greedy + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,967.0468094797543,7,False,0.0,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,517.9729553098326,10.97295530983258,507.0,143.7208804230052,184.79616987907934,211.01837134293424,24.932230503948034,1,1,1,2,3,6,106.70229808155307,106.70229808155307,0.0,1241.050903170427,15.150289197964241,149.42909087641067,0.0,0.0,True,True,[]
69,1241.050903170427,21376.052515421245,1070.9374426979527,False,False,False,{},[],greedy_removal,greedy_van_repair,5,Greedy + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,966.5632860750145,8,False,20135.001612250817,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,240.9388972895752,122.93889728957522,118.0,691.7323189152692,15.73231891526916,676.0,143.7208804230052,140.5015969023717,302.54459452440693,34.951059276500175,1,1,1,2,4,10,204.8867661970469,204.8867661970469,20000.0,21376.052515421245,149.3378258394672,166.68289323052807,0.0,1.0,True,False,"['drone_id drone_0 is carried by van_1 before sortie but launches from van_0.', 'drone_id drone_0 is carried by van_1 before sortie but launches from van_0.']"
70,1241.050903170427,141244.724018717,1070.9374426979527,False,False,False,{},[],random_customer_removal,best_mode_repair,0,Random + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,966.080004431977,9,False,140003.67311554658,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,282.69418983102076,164.69418983102076,118.0,518.6485296695878,11.648529669587754,507.0,143.7208804230052,188.2219312354523,224.01018595361066,23.36644492489336,1,1,1,2,3,8,8590.639986069804,8590.639986069804,140000.0,141244.724018717,5232.088933503115,8018.255518018435,0.0,13.0,True,False,"['customer 14 service_start 2908.139 exceeds latest 360.000.', 'customer 5 service_start 2921.325 exceeds latest 360.000.', 'customer 11 service_start 2925.296 exceeds latest 360.000.', 'customer 20 service_start 2931.076 exceeds latest 360.000.', 'customer 17 service_start 2962.635 exceeds latest 360.000.', 'customer 15 service_start 2917.555 exceeds latest 360.000.', 'customer 23 service_start 2942.131 exceeds latest 360.000.', 'customer 22 service_start 2934.136 exceeds latest 360.000.', 'timing fixed-point did not converge within 52 iterations.', 'van_1 departs position 5 before recovery_time 2950.772.', 'van_0 departs position 8 before recovery_time 2964.816.', 'van_1 departs position 2 before recovery_time 2938.765.', 'van_1 position 3 arrival 2908.139 is before propagated recovery arrival 2958.333.', 'drone_id drone_2 launch_position 1 is before previous recovery_position 4.']"
71,1241.050903170427,31066.091272629685,1070.9374426979527,False,False,False,{},[],related_customer_removal,cascade_repair,11,Related + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,965.5969644297611,10,False,29825.040369459257,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,277.5297132319091,159.52971323190908,118.0,345.1802601813744,7.1802601813744396,338.0,143.7208804230052,182.31967226503895,138.08192656489308,17.654130976996182,1,1,1,2,2,4,95.88993468989375,95.88993468989375,30000.0,31066.091272629685,2.1878684339461643,145.7143444553501,0.0,0.0,True,False,"['unassigned customers remain: [9, 15, 19, 23, 24]', 'high-floor customer 15 must be served by drone.', 'high-floor customer 23 must be served by drone.']"
72,1082.5531745121884,1082.5531745121884,1070.9374426979527,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,965.1141659475463,11,False,-158.49772865823866,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,290.8468837621102,172.84688376211022,118.0,348.32499153367826,10.324991533678276,338.0,143.7208804230052,197.53929572812598,198.557529493813,24.12448786084591,1,1,1,2,2,5,111.20133401794277,111.20133401794277,0.0,1082.5531745121884,34.266960145263454,137.25180697752745,0.0,0.0,True,True,[]
73,1082.5531745121884,51055.35120074954,1070.9374426979527,False,False,False,{},[],random_customer_removal,cascade_repair,3,Random + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,964.6316088645726,12,False,49972.798026237346,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,270.5840197854517,152.58401978545166,118.0,341.38588174768483,3.385881747684841,338.0,143.7208804230052,174.38173689765904,65.1131105324008,7.360286623550266,1,1,1,2,2,3,92.61460522068495,92.61460522068495,50000.0,51055.35120074954,34.08811926918986,108.76217155963013,0.0,0.0,True,False,"['unassigned customers remain: [6, 7, 11, 17, 20, 21, 23, 24]', 'high-floor customer 6 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 20 must be served by drone.', 'high-floor customer 23 must be served by drone.']"
74,1082.5531745121884,231082.819517396,1070.9374426979527,False,False,False,{},[],related_customer_removal,best_mode_repair,8,Related + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,964.1492930601404,13,False,230000.2663428838,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,289.9201924457968,171.92019244579677,118.0,349.5180257338253,11.518025733825288,338.0,143.7208804230052,196.48021993805344,221.50049488125555,21.901278351837494,1,1,1,2,2,6,11895.220269777838,11895.220269777838,230000.0,231082.819517396,9221.560721820773,9125.822727708026,0.0,21.0,True,False,"['customer 9 service_start 4756.500 exceeds latest 360.000.', 'customer 19 service_start 4771.948 exceeds latest 360.000.', 'customer 7 service_start 4791.643 exceeds latest 360.000.', 'customer 10 service_start 4809.774 exceeds latest 360.000.', 'customer 14 service_start 4794.359 exceeds latest 360.000.', 'customer 16 service_start 4813.928 exceeds latest 360.000.', 'customer 13 service_start 4816.250 exceeds latest 360.000.', 'customer 22 service_start 4823.968 exceeds latest 360.000.', 'customer 15 service_start 4834.750 exceeds latest 360.000.', 'customer 23 service_start 4810.612 exceeds latest 360.000.', 'customer 21 service_start 4817.822 exceeds latest 360.000.', 'customer 24 service_start 4828.203 exceeds latest 360.000.', 'customer 11 service_start 4842.565 exceeds latest 360.000.', 'customer 6 service_start 4869.475 exceeds latest 360.000.', 'timing fixed-point did not converge within 46 iterations.', 'van_0 departs position 2 before recovery_time 4819.160.', 'van_0 position 3 arrival 4756.500 is before propagated recovery arrival 4853.759.', 'van_0 departs position 6 before recovery_time 4852.017.', 'van_0 position 7 arrival 4864.878 is before propagated recovery arrival 4907.120.', 'van_1 departs position 2 before recovery_time 4878.431.', 'van_1 position 3 arrival 4794.359 is before propagated recovery arrival 4891.618.', 'drone_id drone_0 launch_position 3 is before previous recovery_position 6.', 'drone_id drone_1 launch_position 1 is before previous recovery_position 6.']"
75,1082.5531745121884,91075.7759640007,1070.9374426979527,False,False,False,{},[],cascade_aware_removal,greedy_van_repair,13,Cascade + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,963.6672184136104,14,False,89993.22278948851,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,284.65537233645534,166.65537233645537,118.0,347.73929244784665,9.739292447846644,338.0,143.7208804230052,190.46328267023472,187.2940855355124,16.154905566615135,1,1,1,2,2,7,210.4460683439992,210.4460683439992,90000.0,91075.7759640007,158.93904708014367,165.6564310854078,0.0,5.0,True,False,"['unassigned customers remain: [6, 15]', 'customer 5 service_start 388.127 exceeds latest 360.000.', 'customer 16 service_start 420.682 exceeds latest 360.000.', 'customer 13 service_start 363.595 exceeds latest 360.000.', 'customer 8 service_start 362.647 exceeds latest 360.000.', 'customer 11 service_start 376.829 exceeds latest 360.000.', 'drone_id drone_1 launch_position 1 is before previous recovery_position 8.', 'high-floor customer 6 must be served by drone.', 'high-floor customer 15 must be served by drone.']"
76,1082.5531745121884,1232.705622648833,1070.9374426979527,False,True,False,{},[],related_customer_removal,best_mode_repair,8,Related + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,963.1853848044036,15,False,150.15244813664458,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,267.4189462758348,149.4189462758348,118.0,521.9053771565981,14.905377156598123,507.0,143.7208804230052,170.7645100295255,286.64186839611773,35.14623459433323,1,1,1,2,3,6,123.8435061595494,123.8435061595494,0.0,1232.705622648833,74.42913869316416,116.58912273544675,0.0,0.0,True,True,[]
77,1082.5531745121884,271077.16836605547,1070.9374426979527,False,False,False,{},[],random_customer_removal,greedy_van_repair,1,Random + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,962.7037921120015,16,False,269994.6151915433,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,281.2073592198476,163.20735921984763,118.0,352.5797076192459,14.579707619245855,338.0,143.7208804230052,186.52269625125444,280.37899267780494,25.48063344281296,1,1,1,2,2,10,10756.322406899793,10756.322406899793,270000.0,271077.16836605547,8481.119344923707,8109.609303250783,0.0,23.0,True,False,"['customer 19 service_start 4191.441 exceeds latest 360.000.', 'customer 10 service_start 4249.905 exceeds latest 360.000.', 'customer 23 service_start 4250.743 exceeds latest 360.000.', 'customer 13 service_start 4270.339 exceeds latest 360.000.', 'customer 24 service_start 4301.809 exceeds latest 360.000.', 'customer 7 service_start 4314.039 exceeds latest 360.000.', 'customer 8 service_start 4336.522 exceeds latest 360.000.', 'drone_id drone_0 is carried by van_1 before sortie but launches from van_0.', 'customer 11 service_start 4351.502 exceeds latest 360.000.', 'customer 6 service_start 4378.411 exceeds latest 360.000.', 'timing fixed-point did not converge within 52 iterations.', 'van_1 departs position 4 before recovery_time 4342.050.', 'van_1 position 5 arrival 4300.759 is before propagated recovery arrival 4376.347.', 'van_0 departs position 5 before recovery_time 4360.953.', 'van_0 position 6 arrival 4375.385 is before propagated recovery arrival 4416.056.', 'van_0 departs position 3 before recovery_time 4251.580.', 'van_0 position 4 arrival 4191.441 is before propagated recovery arrival 4267.028.', 'van_0 departs position 5 before recovery_time 4395.870.', 'van_0 position 6 arrival 4375.385 is before propagated recovery arrival 4450.973.', 'van_0 departs position 4 before recovery_time 4304.191.', 'van_0 position 5 arrival 4249.905 is before propagated recovery arrival 4325.493.', 'van_0 departs position 5 before recovery_time 4323.105.', 'van_0 position 6 arrival 4375.385 is before propagated recovery arrival 4378.208.', 'drone_id drone_0 launch_position 3 is before previous recovery_position 5.', 'drone_id drone_0 launch_position 4 is before previous recovery_position 5.', 'drone_id drone_0 is carried by van_1 before sortie but launches from van_0.', 'drone_id drone_1 launch_position 2 is before previous recovery_position 3.']"
78,1082.5531745121884,1082.5531745121884,1070.9374426979527,True,True,False,{},[],related_customer_removal,cascade_repair,11,Related + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,962.2224402159455,17,False,0.0,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,290.8468837621102,172.84688376211022,118.0,348.32499153367826,10.324991533678276,338.0,143.7208804230052,197.53929572812598,198.557529493813,24.12448786084591,1,1,1,2,2,5,111.20133401794277,111.20133401794277,0.0,1082.5531745121884,34.266960145263454,137.25180697752745,0.0,0.0,True,True,[]
79,1082.5531745121884,71062.63301704812,1070.9374426979527,False,False,False,{},[],random_customer_removal,cascade_repair,3,Random + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,961.7413289958376,18,False,69980.07984253594,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.2874338191058,161.2874338191058,118.0,339.9642840126224,1.9642840126224117,338.0,143.7208804230052,184.32849579326376,37.774692550431,4.247937376903198,1,1,1,2,2,2,9.984066968022443,9.984066968022443,70000.0,71062.63301704812,12.585379551810775,2.8142096019513474,0.0,0.0,True,False,"['unassigned customers remain: [6, 7, 9, 11, 15, 20, 21, 22, 23, 24]', 'high-floor customer 6 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 15 must be served by drone.', 'high-floor customer 20 must be served by drone.', 'high-floor customer 22 must be served by drone.', 'high-floor customer 23 must be served by drone.']"
80,1082.5531745121884,141052.96600829478,1070.9374426979527,False,False,False,{},[],cascade_aware_removal,best_mode_repair,12,Cascade + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,961.2604583313398,19,False,139970.41283378258,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,257.46895429058804,139.46895429058807,118.0,352.11575478778343,14.115754787783407,338.0,143.7208804230052,159.39309061781495,271.4568228419886,25.49834666897748,1,1,1,2,2,10,3396.0670370958323,3396.0670370958323,140000.0,141052.96600829478,3559.0354646829373,1679.1142069301725,0.0,13.0,True,False,"['customer 24 service_start 2003.754 exceeds latest 360.000.', 'customer 10 service_start 2023.086 exceeds latest 360.000.', 'customer 8 service_start 1998.668 exceeds latest 360.000.', 'customer 20 service_start 2006.356 exceeds latest 360.000.', 'customer 11 service_start 2024.838 exceeds latest 360.000.', 'customer 9 service_start 2021.894 exceeds latest 360.000.', 'timing fixed-point did not converge within 54 iterations.', 'van_1 departs position 5 before recovery_time 2014.045.', 'van_1 position 6 arrival 1998.668 is before propagated recovery arrival 2029.297.', 'van_0 departs position 2 before recovery_time 2029.619.', 'van_0 position 3 arrival 2003.754 is before propagated recovery arrival 2034.383.', 'van_1 departs position 6 before recovery_time 2028.810.', 'van_1 position 7 arrival 2036.178 is before propagated recovery arrival 2066.320.', 'drone_id drone_2 launch_position 5 is before previous recovery_position 6.']"
